Device_ID,Device_Name,Session,Feature,N_Item_Observations,N_Participants,Converged,Optimizer,Random_Task_Slope_Variance,Warnings,Error
3,Huawei_P30_smartphone,session_1,mfcc1_sma3_stddevNorm,1117,51,True,powell,0.09408533723604437,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 9.196521 | The Hessian matrix at the estimated parameter values is not positive definite. | Gradient optimization failed, |grad| = 8.644497",
3,Huawei_P30_smartphone,session_1,shimmerLocaldB_sma3nz_amean,1117,51,True,powell,2.0696412808802327e-06,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 14.170332 | Gradient optimization failed, |grad| = 0.074302 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_1,slopeUV0-500_sma3nz_amean,1117,51,True,lbfgs,0.12797604494590134,,
3,Huawei_P30_smartphone,session_1,slopeUV500-1500_sma3nz_amean,1117,51,True,lbfgs,0.07488490945047355,,
3,Huawei_P30_smartphone,session_1,slopeV0-500_sma3nz_amean,1117,51,True,lbfgs,0.004896718929559061,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_1,spectralFluxUV_sma3nz_amean,1117,51,True,lbfgs,0.06637378832959702,,
3,Huawei_P30_smartphone,session_1,spectralFluxV_sma3nz_amean,1117,51,True,lbfgs,0.024018712276886196,,
3,Huawei_P30_smartphone,session_1,spectralFluxV_sma3nz_stddevNorm,1117,51,True,lbfgs,0.1688053518533566,,
3,Huawei_P30_smartphone,session_1,spectralFlux_sma3_stddevNorm,1117,51,True,lbfgs,0.15198959249327965,,
3,Huawei_P30_smartphone,session_2,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,1130,51,True,powell,0.002821649925635582,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 36.750631 | The Hessian matrix at the estimated parameter values is not positive definite. | Gradient optimization failed, |grad| = 4.311014 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1130,51,True,lbfgs,0.01046182840907874,,
3,Huawei_P30_smartphone,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,1130,51,True,lbfgs,0.2221709428320569,,
3,Huawei_P30_smartphone,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,1130,51,True,cg,0.009231422357751162,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 18.041388 | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_2,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1130,51,True,cg,0.024420663385470647,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 16.228690",
3,Huawei_P30_smartphone,session_2,F1amplitudeLogRelF0_sma3nz_amean,1130,51,True,lbfgs,0.026511501856534305,,
3,Huawei_P30_smartphone,session_2,F2amplitudeLogRelF0_sma3nz_amean,1130,51,True,lbfgs,0.0008153094050337864,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,F3amplitudeLogRelF0_sma3nz_amean,1130,51,True,lbfgs,0.0024895695572445488,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,F3amplitudeLogRelF0_sma3nz_stddevNorm,1130,51,True,lbfgs,0.09321325491461849,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,Gap_Before,1140,51,True,cg,0.007499257230133358,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 37.287002 | The Hessian matrix at the estimated parameter values is not positive definite. | Random effects covariance is singular | The MLE may be on the boundary of the parameter space.",
3,Huawei_P30_smartphone,session_2,HNRdBACF_sma3nz_amean,1130,51,True,lbfgs,0.001995989509332101,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,MeanUnvoicedSegmentLength,1130,51,True,lbfgs,0.08245637172019701,,
3,Huawei_P30_smartphone,session_2,StddevVoicedSegmentLengthSec,1130,51,True,lbfgs,0.10682620829011392,,
3,Huawei_P30_smartphone,session_2,alphaRatioUV_sma3nz_amean,1130,51,True,lbfgs,0.006985143627149404,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,hammarbergIndexUV_sma3nz_amean,1130,51,True,lbfgs,0.014335746155230025,Random effects covariance is singular,
3,Huawei_P30_smartphone,session_2,hammarbergIndexV_sma3nz_stddevNorm,1130,51,True,lbfgs,0.2185442003636718,The Hessian matrix at the estimated parameter values is not positive definite.,
3,Huawei_P30_smartphone,session_2,jitterLocal_sma3nz_amean,1130,51,True,lbfgs,0.0072806252031990945,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,loudness_sma3_pctlrange0-2,1130,51,True,lbfgs,0.03897079814301913,,
3,Huawei_P30_smartphone,session_2,loudness_sma3_percentile20.0,1130,51,True,lbfgs,0.008804229018844027,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,loudness_sma3_stddevNorm,1130,51,True,lbfgs,0.000849070137015998,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,mfcc1V_sma3nz_amean,1130,51,True,lbfgs,6.569275863554667e-05,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,mfcc1V_sma3nz_stddevNorm,1130,51,True,lbfgs,0.002312818179423964,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,mfcc1_sma3_amean,1130,51,True,lbfgs,0.00406970122552578,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,mfcc1_sma3_stddevNorm,1130,51,True,cg,0.009097525323535636,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 12.230806 | The MLE may be on the boundary of the parameter space. | The Hessian matrix at the estimated parameter values is not positive definite. | Random effects covariance is singular",
3,Huawei_P30_smartphone,session_2,shimmerLocaldB_sma3nz_amean,1130,51,True,powell,0.002100925160739859,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 6.857535 | The MLE may be on the boundary of the parameter space. | Random effects covariance is singular | Gradient optimization failed, |grad| = 0.038217",
3,Huawei_P30_smartphone,session_2,slopeUV0-500_sma3nz_amean,1130,51,True,lbfgs,0.0346378356694815,,
3,Huawei_P30_smartphone,session_2,slopeUV500-1500_sma3nz_amean,1130,51,True,lbfgs,0.03210854136565514,,
3,Huawei_P30_smartphone,session_2,slopeV0-500_sma3nz_amean,1130,51,True,lbfgs,0.0027001766974307814,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,spectralFluxUV_sma3nz_amean,1130,51,True,lbfgs,0.05342780239158452,,
3,Huawei_P30_smartphone,session_2,spectralFluxV_sma3nz_amean,1130,51,True,lbfgs,0.0028673205358177288,The MLE may be on the boundary of the parameter space.,
3,Huawei_P30_smartphone,session_2,spectralFluxV_sma3nz_stddevNorm,1130,51,True,lbfgs,0.014598100910723296,,
3,Huawei_P30_smartphone,session_2,spectralFlux_sma3_stddevNorm,1130,51,True,cg,0.05377870329683525,"Maximum Likelihood optimization failed to converge. Check mle_retvals | MixedLM optimization failed, trying a different optimizer may help. | Gradient optimization failed, |grad| = 0.678274 | The MLE may be on the boundary of the parameter space.",
